item_id,doc_id,src,hypo_A,hypo_B,label,notes
best-pair-0016,44624-rus_Cyrl,"But whatever you end up choosing, you know I'll always be there for you.
Shoo!
Shoo!
Thanks for waiting.
And Hinako, too.
Rinko, what were you guys talking about?
Uh hmm.
Uh.
Nothing, really.","Но что бы ты в конце концов ни выбрала, ты же знаешь — я всегда буду рядом.
Кыш!
Кыш!
Спасибо, что подождали.
И Хинако тоже.
Ринко, о чём вы там говорили?
М-м.
Э-э.
Да ни о чём, правда.","Но что бы ты в итоге ни выбрала, ты же знаешь: я всегда буду рядом с тобой.
Кыш!
Кыш!
Спасибо, что подождали.
И Хинако тоже.
Ринко, о чём вы там говорили?
М-м.
Э-э.
Да ни о чём, правда.",,
best-pair-0017,44767-rus_Cyrl,"Do I want to transfer my information?
No, please don't transfer anything.
We want a fresh start here.
Oh, now I need to know my Wi-Fi password so it ends here.
And I hope you enjoyed unboxing it with me.
You know what time it is?
What time is it?
You're supposed to say time of our lives.
Just FYI.
Are you.
Ready?
Are you ready?
We're going now.
We go now.","Хочу ли я перенести свои данные?
Нет, пожалуйста, ничего не переносите.
Мы хотим начать здесь с чистого листа.
О, теперь мне нужно узнать пароль от Wi‑Fi, так что на этом всё.
И надеюсь, вам понравилось распаковывать это вместе со мной.
Знаете, который час?
Который час?
Надо было сказать: лучшее время в нашей жизни.
Просто к сведению.
Ты
готов?
Ты готов?
Мы уже идём.
Пошли.","Хочу ли я перенести свои данные?
Нет, пожалуйста, ничего не переносите.
Мы хотим начать здесь с чистого листа.
О, теперь мне нужно вспомнить пароль от Wi‑Fi, так что на этом всё.
И надеюсь, вам понравилось распаковывать это вместе со мной.
Знаете, который час?
Который час?
Вы должны были сказать: лучшее время в нашей жизни.
Просто к сведению.
Ты
готов?
Ты готов?
Мы уже идём.
Пошли.",,
best-pair-0018,44708-rus_Cyrl,"People need to take care of their health.
So a few tips on that.
I think my diet is a bit strict.
Can you expand on your dieting shtick?
Was it strict before?
It was nowhere close to what it is now.
When you were a teenager.
Oh, everything.
Everything.
I was a big foodie.
Like junk food.","Людям нужно заботиться о своём здоровье.
Так что вот несколько советов на этот счёт.
Мне кажется, у меня довольно строгая диета.
Можешь подробнее рассказать о своей истории с диетой?
А раньше она тоже была строгой?
Нет, тогда и близко не было так, как сейчас.
Когда ты был подростком.
Ой, я ел всё подряд.
Всё.
Я был большим любителем поесть.
Ну, например, всякий джанк-фуд.","Людям нужно заботиться о своём здоровье.
Так что вот несколько советов на эту тему.
Думаю, у меня довольно строгая диета.
Можешь подробнее рассказать о своей фишке с диетой?
А раньше она тоже была строгой?
Даже близко не такая, как сейчас.
Когда ты был подростком.
Ой, я ел всё подряд.
Всё подряд.
Я был большим любителем поесть.
Ну, типа фастфуда.",,
best-pair-0019,44733-rus_Cyrl,"Come on.
This is a parking spot.
Hey, it's a sign.
It's a sign we're getting.
We're getting a Big Mac.
It's a sign.
Sign from God.
You know what I said?
You know what?
If I should get a Big Mac?
Show me a sign.
Make there be a parking spot.
And here we are.","Давай.
Это парковочное место.
Эй, это знак.
Это знак, что мы получим.
Мы получим Big Mac.
Это знак.
Знак от Бога.
Знаешь, что я сказал?
Знаешь что?
Если мне стоит взять Big Mac?
Покажи мне знак.
Сделай так, чтобы нашлось парковочное место.
И вот мы здесь.","Ну надо же.
Это парковочное место.
Эй, это знак.
Это знак, что мы возьмём.
Мы возьмём Big Mac.
Это знак.
Знак от Бога.
Знаешь, что я сказал?
Знаешь что?
Если мне стоит взять Big Mac?
Покажи мне знак.
Сделай так, чтобы нашлось парковочное место.
И вот мы здесь.",,
best-pair-0020,44602-rus_Cyrl,"We're not renewing your contract.
We've wasted ten years on this already.
But hey, I managed to talk them into allowing you to continue to research on this IP in your own time.
But just remember, we own the rights.
Once you crack it, we still want this to work.
Need this to work.
But I did warn you about this last year.","Мы не будем продлевать ваш контракт.
Мы уже угробили на это десять лет.
Но, эй, мне удалось уговорить их разрешить вам и дальше заниматься этим IP в своё свободное время.
Только помните: права принадлежат нам.
Как только вы это раскусите, мы всё равно хотим, чтобы это заработало.
Нам нужно, чтобы это заработало.
Но я ведь предупреждал вас об этом ещё в прошлом году.","Мы не будем продлевать ваш контракт.
Мы уже угробили на это десять лет.
Но, эй, мне удалось уговорить их разрешить вам продолжать исследования по этому IP в своё свободное время.
Только помните: права принадлежат нам.
Как только вы это раскусите, мы всё равно хотим, чтобы это заработало.
Нам нужно, чтобы это заработало.
Но я ведь предупреждал вас об этом ещё в прошлом году.",,
best-pair-0021,44688-rus_Cyrl,"<p>Melbourne Renegades host Glenn Maxwell and the Melbourne Stars at Marvel Stadium in BBL15 after Usman Khawaja and Brisbane Heat host Sydney Thunder</p>
<p>Sam Harper dominated with 82 not out off 51 balls and Glenn Maxwell recalled the feeling of ball on bat in a subdued innings of 20 not out off 17 balls, which included one massive six. He has not lost his ability and would have enjoyed the chance to spend time in the middle.</p>
<p>The crowd of 42,846 was not given the contest they hoped for as the Stars won the match by eight wickets with 25 balls remaining.</p>
<p>It keeps Melbourne Stars in contention as they break a three-match losing sequence and makes life hard for Melbourne Renegades. Marcus Stoinis bowled well to take 3-33 and was on a hat-trick at one stage while Harper is in great form having hit 356 runs at a strike rate of 159 for the tournament. He was man-of-the-match.</p>
<p>Tom Rogers bounced back with a fast 50 against Melbourne Renegades</p>
<p>But it was all over once Tom Rogers helped himself to 50 off 19 balls to start the innings with an opening partnership of 84 with Harper.</p>
<p>""They outplayed us at the ""G so it was nice to get our fifth win,"" Harper told Fox Cricket.</p>
<p>Most interesting were the comments from the Fox Cricket commentary box where former England captain Michael Vaughan made it clear how disappointed he was with the way the English hierarchy handled a nightclub incident involving Harry Brook in New Zealand before they arrived in Australia for The Ashes.</p>
<p>Melbourne Stars veteran Peter Siddle said ""it was a good turnaround"" with the win pushing the team back into second spot on the BBL table.</p>
<p>It's starting to heat up with three games remaining for Melbourne Renegades and two matches for Melbourne Stars.</p>
<p>There is still plenty of cricket left this summer so keep tuning in. Thanks for following. Can the Stars finally win the title?</p>","<p>В BBL15 на стадионе Marvel «Мельбурн Ренегейдс» принимают «Мельбурн Старз» во главе с Гленном Максвеллом после матча, в котором Усман Хаваджа и «Брисбен Хит» были хозяевами встречи с «Сидней Тандер».</p>
<p>Сэм Харпер доминировал, набрав 82 очка без аута с 51 мяча, а Гленн Максвелл в сдержанном иннинге из 20 очков без потери калитки с 17 мячей, включившем одну мощнейшую шестёрку, вновь ощутил контакт мяча с битой. Он не утратил своего мастерства и наверняка был рад возможности провести время у калитки.</p>
<p>42 846 зрителей не получили того напряжённого противостояния, на которое рассчитывали, поскольку «Старз» выиграли матч с преимуществом в восемь калиток, имея в запасе ещё 25 мячей.</p>
<p>Эта победа сохраняет «Мельбурн Старз» в числе претендентов: команда прервала серию из трёх поражений подряд и серьёзно осложнила положение «Мельбурн Ренегейдс». Маркус Стойнис отлично отработал в боулинге, оформив показатели 3-33, и в какой-то момент был в шаге от хет-трика, а Харпер находится в великолепной форме, набрав по ходу турнира 356 очков при страйк-рейте 159. Именно он был признан игроком матча.</p>
<p>Том Роджерс реабилитировался, оформив стремительные 50 очков в матче против «Мельбурн Ренегейдс».</p>
<p>Однако исход был фактически предрешён, когда Том Роджерс на старте иннинга набрал 50 очков всего с 19 мячей, а вместе с Харпером они оформили стартовое партнёрство на 84 очка.</p>
<p>«Они переиграли нас на “Джи”, так что было приятно одержать пятую победу», — сказал Харпер в эфире Fox Cricket.</p>
<p>Наиболее интересными оказались комментарии из комментаторской кабины Fox Cricket, где бывший капитан сборной Англии Майкл Вон ясно дал понять, насколько он разочарован тем, как руководство английского крикета отреагировало на инцидент в ночном клубе с участием Гарри Брука в Новой Зеландии перед прибытием команды в Австралию на The Ashes.</p>
<p>Ветеран «Мельбурн Старз» Питер Сиддл заявил, что «это был хороший разворот», и благодаря этой победе команда поднялась обратно на второе место в таблице BBL.</p>
<p>Борьба становится всё напряжённее: «Мельбурн Ренегейдс» осталось провести три матча, а «Мельбурн Старз» — два.</p>
<p>Этим летом впереди ещё немало крикета, так что оставайтесь с нами. Спасибо, что следили за событиями. Смогут ли «Старз» наконец завоевать титул?</p>","<p>После того как Усман Хаваджа и «Брисбен Хит» приняли «Сидней Тандер», в матче BBL15 на стадионе Marvel «Мельбурн Ренегейдс» сыграли дома против «Мельбурн Старз» во главе с Гленном Максвеллом.</p>
<p>Сэм Харпер доминировал, набрав 82 очка и оставшись невыбитым после 51 мяча, а Гленн Максвелл в сдержанном иннинге из 20 очков без потери калитки с 17 мячей, в который вошла одна огромная шестёрка, вновь почувствовал мяч на бите. Он не утратил своего мастерства и, безусловно, был рад возможности провести время у калитки.</p>
<p>42 846 зрителей не увидели той борьбы, на которую надеялись, поскольку «Старз» выиграли матч с преимуществом в восемь калиток, имея в запасе ещё 25 мячей.</p>
<p>Эта победа сохраняет «Мельбурн Старз» в числе претендентов: команда прервала серию из трёх поражений подряд и серьёзно осложнила положение «Мельбурн Ренегейдс». Маркус Стойнис хорошо отработал в боулинге, показав 3-33, и в какой-то момент находился в шаге от хет-трика, тогда как Харпер находится в великолепной форме, набрав по ходу турнира 356 очков при страйк-рейте 159. Он и был признан игроком матча.</p>
<p>Том Роджерс реабилитировался, оформив быстрые 50 очков в матче против «Мельбурн Ренегейдс».</p>
<p>Но всё было кончено, как только Том Роджерс набрал 50 очков с 19 мячей в начале иннинга и вместе с Харпером оформил стартовое партнёрство на 84 очка.</p>
<p>«Они переиграли нас на “Джи”, так что было приятно одержать пятую победу», — сказал Харпер в эфире Fox Cricket.</p>
<p>Наибольший интерес вызвали комментарии из комментаторской кабины Fox Cricket, где бывший капитан сборной Англии Майкл Вон ясно дал понять, насколько он разочарован тем, как руководство английского крикета отреагировало на инцидент в ночном клубе с участием Гарри Брука в Новой Зеландии перед прибытием команды в Австралию на The Ashes.</p>
<p>Ветеран «Мельбурн Старз» Питер Сиддл сказал, что «это был хороший поворот», поскольку благодаря победе команда вернулась на второе место в таблице BBL.</p>
<p>Борьба начинает накаляться: «Мельбурн Ренегейдс» осталось провести три матча, а «Мельбурн Старз» — два.</p>
<p>Этим летом впереди ещё много крикета, так что оставайтесь с нами. Спасибо, что следили за матчем. Смогут ли «Старз» наконец завоевать титул?</p>",,
best-pair-0022,44693-rus_Cyrl,"<p>Good Morning Worlds!<br>We are going to the tip this morning. It will clear some of the stuff we sorted yesterday from the drive. I don't think we can clear it all unless we took the trailer, but the trailer is full of steel for weighing in.<br>Later I might carry on packing tote crates.<br>#GoodMorningWorlds</p>
<p>Tip trip done, and another car load cleared out.<br>I have taken the new trailer axle, and trailer drive motor system, out of the scrap metal trailer load. That means we can get more scrap metal in there and also not accidentally weigh in the parts I want to keep.<br>I think, next, I will start moving the scrap steel from the back garden into the trailer so that it is ready to go.<br>Scrap steel prices are not very high at the moment but better than nothing, if I take enough of it in one go.<br>Still have to sort the non-ferrous scrap.</p>
<p>That thing when you are taking the rotten tyres off small, wide lawn tractor wheels....<br>Huge effort to unmount one side of the tyre, but it was really badly rusted tight on the other side of the rim.<br>In the time it took me to break the bead free, I'd forgotten I had already done the other side, and ended up with the rim free but completely inside the tyre!<br>I had to remount the tyre that side, and then work around it to get the rim out.<br>I had to cut up the inner tube to get that out too!<br>I wonder how many more tyres I need to unmount? Four done so far.</p>","<p>Доброе утро, миры!<br>С утра едем на свалку. Так получится убрать с подъездной дорожки часть того, что мы вчера там рассортировали. Не думаю, что удастся вывезти всё, если только не брать прицеп, но прицеп уже забит сталью на сдачу.<br>Позже, может, продолжу раскладывать вещи по пластиковым ящикам.<br>#ДоброеУтроМиры</p>
<p>На свалку съездили, ещё одну полную машину вывезли.<br>Я вытащил из прицепа с металлоломом новую ось для прицепа и систему приводного мотора прицепа. Это значит, что туда теперь можно загрузить ещё больше металлолома и заодно случайно не сдать детали, которые я хочу оставить.<br>Думаю, дальше начну перетаскивать стальной лом из заднего сада в прицеп, чтобы всё было готово к вывозу.<br>Цены на стальной лом сейчас не особо высокие, но всё равно лучше, чем ничего, если сдавать сразу побольше.<br>Ещё надо разобрать цветмет.</p>
<p>Вот ведь ситуация, когда снимаешь сгнившие шины с маленьких широких колёс садового трактора....<br>Кучу сил убил, чтобы снять шину с одной стороны, а с другой она вообще намертво приржавела к ободу.<br>Пока я отрывал борт шины от обода, уже успел забыть, что с другой стороны всё давно сделал, и в итоге обод освободился, но целиком оказался внутри шины!<br>Пришлось снова натянуть шину с той стороны, а потом уже возиться дальше, чтобы вытащить обод.<br>И камеру тоже пришлось разрезать, чтобы её достать!<br>Интересно, сколько ещё шин мне предстоит снять? Пока сделал четыре.</p>","<p>Доброе утро, миры!<br>Сегодня с утра едем на свалку. Так получится убрать с подъездной дорожки часть того, что мы вчера там рассортировали. Не думаю, что удастся вывезти всё целиком, если только не брать прицеп, но прицеп и так уже забит сталью на сдачу.<br>Потом, может, продолжу укладывать вещи в пластиковые ящики.<br>#ДоброеУтроМиры</p>
<p>На свалку съездили, ещё одну машину разгрузили.<br>Я вытащил из прицепа с металлоломом новую ось для прицепа и систему приводного мотора. Это значит, что туда теперь можно загрузить ещё больше металлолома и заодно не сдать случайно те детали, которые я хочу оставить.<br>Думаю, дальше начну перетаскивать стальной лом из заднего двора в прицеп, чтобы всё было готово к вывозу.<br>Цены на стальной лом сейчас не особо высокие, но всё равно лучше, чем ничего, если сдавать сразу побольше.<br>Ещё надо разобрать цветмет.</p>
<p>Вот же засада, когда снимаешь сгнившие шины с маленьких широких колёс садового трактора....<br>Кучу сил ушло на то, чтобы снять шину с одной стороны, а с другой она вообще намертво приржавела к ободу.<br>Пока я отрывал борт шины от обода, уже успел забыть, что с другой стороны всё давно сделал, и в итоге обод освободился, но целиком оказался внутри шины!<br>Пришлось снова натянуть шину с той стороны, а потом уже возиться дальше, чтобы вытащить обод.<br>И камеру тоже пришлось разрезать, чтобы её достать!<br>Интересно, сколько ещё шин мне предстоит снять? Пока готово четыре.</p>",,
best-pair-0023,44775-rus_Cyrl,"No, because you can't just say you want a divorce after so many years, and then you keep quiet.
Why now?
Why not now?
Tell me why not now?
Out.
Okay, fine.
I'll tell you.
I don't want to be in a loveless marriage anymore.
What?
You don't find it so.
No.
Okay.
Tell me, when did we meet?","Нет, нельзя просто после стольких лет заявить, что хочешь развода, а потом замолчать.
Почему именно сейчас?
А почему не сейчас?
Скажи мне, почему не сейчас?
Вон.
Ладно, хорошо.
Я скажу.
Я больше не хочу жить в браке без любви.
Что?
По-твоему, это не так.
Нет.
Ладно.
Скажи, когда мы познакомились?","Нет, потому что нельзя просто сказать, что ты хочешь развода после стольких лет, а потом молчать.
Почему сейчас?
Почему не сейчас?
Скажи мне, почему не сейчас?
Вон.
Ладно, хорошо.
Я скажу тебе.
Я больше не хочу быть в браке без любви.
Что?
Ты так не считаешь.
Нет.
Ладно.
Скажи мне, когда мы познакомились?",,
best-pair-0024,44716-rus_Cyrl,"Oh!
I am shot!
Oh, absolutely shot.
I am so glad to be home.
Oh, hey.
Hello, Harry.
Blanche almost gave me a heart attack.
What are you doing here?
How did you get in?
I used the key you gave us for emergencies.
This is not an emergency.
Oh, yes it is.
Harry.","Ох!
Я просто с ног валюсь!
Ох, совершенно без сил.
Как же я рада быть дома.
О, привет.
Привет, Гарри.
Бланш меня чуть до инфаркта не довела.
Что ты здесь делаешь?
Как ты вошёл?
Я воспользовался ключом, который ты дала нам на экстренный случай.
Это не экстренный случай.
О да, ещё какой.
Гарри.","Ох!
Я с ног валюсь!
Ох, просто с ног валюсь.
Как же я рада быть дома.
О, привет.
Привет, Гарри.
Бланш меня чуть до инфаркта не довела.
Что ты здесь делаешь?
Как ты вошёл?
Я воспользовался ключом, который ты дала нам на крайний случай.
Это не крайний случай.
Нет, очень даже крайний.
Гарри.",,
best-pair-0025,44597-rus_Cyrl,"She talked about how impossible it is to be a woman in today's society.
She spoke for over two minutes without being interrupted by a single man, saying things like, you have to be a boss, but you can't be mean.
You have to be thin but not too thin.
You have to never get old, never be rude, never show up.
Oh, sorry.
Our male director is telling me I need to wrap it up here to present America with her.
To see her award.
Is the woman that she delivered that speech to.
Please welcome Margot Robbie.","Она говорила о том, как невозможно быть женщиной в современном обществе.
Она говорила больше двух минут, и ни один мужчина её не перебил, говоря такие вещи, как: ты должна быть начальницей, но не можешь быть злой.
Ты должна быть худой, но не слишком худой.
Ты не должна стареть, не должна быть грубой, не должна выпячиваться.
Ой, простите.
Наш режиссёр-мужчина подсказывает мне, что мне нужно закругляться, чтобы представить Америке её.
Увидеть её награду.
Это женщина, которой она произнесла ту речь.
Поприветствуйте Марго Робби.","Она говорила о том, как невозможно быть женщиной в современном обществе.
Она говорила больше двух минут, и ни один мужчина её ни разу не перебил, говоря примерно следующее: ты должна быть начальницей, но не можешь быть стервой.
Ты должна быть худой, но не слишком худой.
Ты не должна стареть, не должна быть грубой, не должна высовываться.
Ой, простите.
Наш режиссёр-мужчина подсказывает мне, что мне уже пора закругляться, чтобы представить Америке женщину,
которой она адресовала ту речь.
Поприветствуйте Марго Робби.",,
best-pair-0026,44730-rus_Cyrl,"It'll be just like giving us allowance.
But you only have to pay us one time.
This might be a little more than our allowance was actually even combined.
We were.
We grew up in the 90s when things were cheap.
Can Twitch subs watch the bonus episode?
Yes.
Go to discord G g Wolf Den and you can, uh, if you link your Twitch account, there's a supporter only channel and I've been, uh, putting links to all of the bonus episodes there.","Это будет как будто вы просто даёте нам карманные деньги.
Но заплатить нам нужно будет всего один раз.
Вообще-то это может быть даже чуть больше, чем все наши карманные деньги вместе взятые.
Мы выросли в девяностые, когда всё было дёшево.
А подписчики Twitch могут посмотреть бонусный эпизод?
Да.
Заходите в discord G g Wolf Den: если привяжете свой аккаунт Twitch, там есть канал только для подписчиков, и я выкладываю туда ссылки на все бонусные эпизоды.","Это будет просто как дать нам карманные деньги.
Но заплатить нам нужно будет всего один раз.
Вообще-то это может быть даже чуть больше, чем все наши карманные деньги вместе взятые.
Мы выросли в девяностые, когда всё было дёшево.
А подписчики Twitch могут посмотреть бонусный эпизод?
Да.
Заходите в discord G g Wolf Den: если привяжете свой аккаунт Twitch, там есть канал только для подписчиков, и я выкладываю туда ссылки на все бонусные эпизоды.",,
best-pair-0027,44727-rus_Cyrl,"<p>Whoa, you mean Blender Market, the thing I said was the first step towards the Blender environment becoming a shitty subscription service, renamed itself to the oh-so-appealing name ""Superhive"" and then decided to mandate subscriptions?<br>WHOA WHO COULD HAVE GUESSED?! Not me, that's for sure. This is completely out of left field!</p>
<p>TBH, I have never seen a single company with ""Hive"" in the name that wasn't a complete shitshow run by assholes, so I never bought anything on that platform -<br>Sorry<br>I didn't RENT anything on that platform if I could help it.<br>Maybe it's unfair, but ""clearly we, a company that specializes in connecting creators with their audience, should name ourselves HIVE, because the creators are just our loyal little bees, and audience is our loyal little bees, work for us!"" always gives me bad vibes.</p>
<p>""Hive implies busy crowds!""<br>Hive implies a queen.</p>","<p>Ого, то есть Blender Market — та самая штука, про которую я говорил, что это первый шаг к превращению экосистемы Blender в дерьмовый сервис по подписке, — переименовался в такое вот «ну очень заманчивое» название ""Superhive"", а потом ещё и решил сделать подписку обязательной?<br>НУ НАДО ЖЕ, КТО БЫ МОГ ПОДУМАТЬ?! Уж точно не я. Вот это вообще как гром среди ясного неба!</p>
<p>Честно говоря, я ни разу не видел ни одной компании со словом ""Hive"" в названии, которая не оказалась бы полнейшим цирком с конями под управлением каких-нибудь мудаков, так что я никогда ничего на той платформе не покупал —<br>Извините<br>То есть я ничего там не АРЕНДОВАЛ, если мог этого избежать.<br>Может, это и несправедливо, но вот это «ну конечно, мы — компания, которая специализируется на том, чтобы соединять авторов с их аудиторией, — просто обязаны назвать себя HIVE, потому что авторы — это наши маленькие послушные пчёлки, и аудитория — это наши маленькие послушные пчёлки, работайте на нас!» всегда навевает мне очень мерзкие вайбы.</p>
<p>«Hive намекает на деловитую толпу!»<br>Hive намекает на королеву.</p>","<p>Ого, то есть Blender Market — та самая штука, про которую я говорил, что это первый шаг к тому, чтобы экосистема Blender превратилась в дерьмовый сервис по подписке, — переименовалась в такое до жути «привлекательное» название, как ""Superhive"", а потом ещё и решила сделать подписки обязательными?<br>ВОТ ЭТО ДА, И КТО БЫ МОГ ПОДУМАТЬ?! Уж точно не я. Это вообще как снег на голову!</p>
<p>Честно, я ни разу не видел ни одной компании с ""Hive"" в названии, которая не была бы полным цирком на помойке под управлением каких-нибудь мудаков, так что я никогда ничего не покупал на этой платформе —<br>Извините<br>Я ничего не БРАЛ В АРЕНДУ на этой платформе, если была возможность этого избежать.<br>Может, это и несправедливо, но «ну очевидно же, мы — компания, которая специализируется на том, чтобы связывать создателей с их аудиторией, — должны назвать себя HIVE, потому что создатели — это наши маленькие верные пчёлки, и аудитория — наши маленькие верные пчёлки, работайте на нас!» всегда вызывает у меня мерзкое ощущение.</p>
<p>«Hive подразумевает деловитую толпу!»<br>Hive подразумевает королеву.</p>",,
best-pair-0028,44668-rus_Cyrl,"<p>@afewbugs I have seen this too, I do worry that new members might not find such groups in the real world now as they are less likely to be on old fashioned social media. For instance someone was trying to give away two pedal cycles in need of repair and couldn't get any interest through Facebook. A few years ago they wouldn't have lasted ten minutes before someone claimed them. I have one and I am gutted that I wasn't able to take the second. Similarly, litter picking and community gardens.</p>
<p>@hicksy2 @afewbugs I have more luck shifting things through Facebook marketplace these days than I do with Gumtree any more, and I can't face eBay for things too big to post. Possibly it depends a lot on where you are though, especially with bikes!</p>
<p>@lnr @hicksy2 Marketplace is a big one keeping me on Facebook too. I used to think it was to keep in touch with friends but I barely see any posts from my actual friends anymore, so now it's mostly marketplace, local groups and the fact most local businesses and even the Library only seem to have their opening times, special events etc on Facebook</p>","<p>@afewbugs Я тоже такое замечал(а), и меня правда беспокоит, что новые участники сейчас могут не находить такие группы в реальной жизни, потому что они уже не так часто сидят в старомодных соцсетях. Например, кто-то пытался отдать даром два велосипеда, которым нужен ремонт, и вообще не смог никого заинтересовать через Facebook. А ведь несколько лет назад их бы и за десять минут кто-нибудь забрал. У меня один уже есть, и мне ужасно обидно, что я не смог(ла) взять второй. То же самое с уборкой мусора и общественными садами.</p>
<p>@hicksy2 @afewbugs В последнее время мне куда больше везёт пристраивать вещи через Facebook Marketplace, чем через Gumtree, а с eBay я вообще не хочу связываться, если речь о вещах слишком больших для отправки по почте. Хотя, наверное, тут многое зависит от того, где ты живёшь, особенно если речь о велосипедах!</p>
<p>@lnr @hicksy2 Marketplace тоже одна из главных причин, почему я до сих пор на Facebook. Раньше я думал(а), что сижу там, чтобы поддерживать связь с друзьями, но теперь я почти не вижу постов от своих настоящих друзей, так что сейчас это в основном Marketplace, местные группы и то, что большинство местных заведений и даже библиотека, похоже, публикуют часы работы, особые мероприятия и всё такое только в Facebook</p>","<p>@afewbugs Я тоже это замечал(а), и меня правда беспокоит, что новым людям сейчас может быть сложнее находить такие группы в реальной жизни, потому что они уже не так часто сидят в старомодных соцсетях. Например, кто-то пытался отдать даром два велосипеда, которым нужен ремонт, и через Facebook вообще никого не заинтересовал. А ещё несколько лет назад их бы забрали максимум за десять минут. У меня один уже есть, и мне жутко обидно, что я не смог(ла) взять второй. То же самое с уборкой мусора и общественными садами.</p>
<p>@hicksy2 @afewbugs В последнее время мне куда чаще удаётся пристроить вещи через Facebook Marketplace, чем через Gumtree, а с eBay я вообще не хочу связываться, если вещь слишком большая для отправки. Хотя, наверное, тут многое зависит от того, где ты находишься, особенно если речь о велосипедах!</p>
<p>@lnr @hicksy2 Marketplace — тоже одна из главных причин, почему я всё ещё сижу в Facebook. Раньше мне казалось, что я там в основном ради общения с друзьями, но сейчас я почти не вижу постов от настоящих друзей, так что теперь это в основном Marketplace, местные группы и ещё то, что большинство местных бизнесов и даже библиотека, похоже, публикуют часы работы, специальные мероприятия и всё такое только в Facebook.</p>",,
best-pair-0029,44613-rus_Cyrl,"So this little room right here needs to be cleaned out.
I need to throw away a bunch of stuff.
There's a bunch of stuff left in there from the previous owners of this house, and I've never really gone through it.
So what better time than right now with the world watching?
Kind of a mess in here?
Turn on the light.
You can see there's a couple of shelves there with some things on them.
Yeah, I've been meaning to clean this up for quite some time and it is time.
So here is some kind of a case.
I'll bet you anything I know exactly what this is.","Вот эту маленькую комнату нужно разобрать.
Мне надо выбросить кучу вещей.
Там осталось полно всякого от прежних хозяев этого дома, и я так ни разу толком это не перебрал.
Так что когда, если не сейчас, пока весь мир смотрит?
Тут, похоже, тот ещё бардак, да?
Включу свет.
Видно, что там пара полок, и на них лежат какие-то вещи.
Да, я уже давно собирался тут прибраться, и вот наконец пора.
Так, а вот какой-то футляр.
Да что угодно ставлю, я точно знаю, что это.","Вот эту маленькую комнатку нужно разобрать.
Мне надо повыбрасывать кучу всего.
Там осталось полно вещей от прежних хозяев этого дома, и я так ни разу по-настоящему там не разбирался.
Ну так когда ещё, если не сейчас, когда за этим наблюдает весь мир?
Тут, похоже, тот ещё бардак, да?
Включу свет.
Видно, что там пара полок, и на них кое-что лежит.
Да, я уже давно собирался здесь прибраться, и вот наконец время пришло.
Так, а вот какой-то футляр.
Готов поспорить на что угодно, я точно знаю, что это.",,
best-pair-0030,44637-rus_Cyrl,"You got something?
Allison.
Get away from me!
Easy, pal.
Easy.
I said stay back!
I'm here to help.
Okay.
Help!
How?
I'm a police detective.","У тебя что-то есть?
Эллисон.
Отойди от меня!
Спокойно, приятель.
Спокойно.
Я сказал, не подходи!
Я здесь, чтобы помочь.
Ладно.
Помогите!
Как?
Я детектив полиции.","У тебя что-нибудь есть?
Эллисон.
Отойди от меня!
Спокойно, приятель.
Спокойно.
Я сказал, не подходи!
Я здесь, чтобы помочь.
Ладно.
Помогите!
Как?
Я детектив полиции.",,
